Country Name,Country Code,Series Name,Series Code,Year,Value
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2018,2.232531576892528
Argentina,ARG,"Population, total",SP.POP.TOTL,2018,44654882
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-2.617396463
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,91.76799413
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,77.7
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,9300.661649232186
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,12.329
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,3.664850283767288
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.633
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,104.8184814
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2018,4.078588214549473
Brazil,BRA,"Population, total",SP.POP.TOTL,2018,206107261
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.7836667616339952
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,86.44207199
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,70.43428254
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.7
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6816.968183095439
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,9.36
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,3.240569329305694
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.579
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,100.3733368
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,35.5
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2018,3.3808357322018847
Colombia,COL,"Population, total",SP.POP.TOTL,2018,49024465
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,2.5643242827770365
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,77.28048166
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,64.12637682
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.5
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,15659.480867562766
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,7.623
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,2.434889813530572
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.559
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,103.1730499
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2018,2.684613452072446
Chile,CHL,"Population, total",SP.POP.TOTL,2018,18893191
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.9900294778997676
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,87.96204938
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,84.90000153
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,10084.79375703637
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,3.275
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,4.899350153565507
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.301
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,105.964653
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,41.9
Mexico,MEX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2018,3.0141785043816016
Mexico,MEX,"Population, total",SP.POP.TOTL,2018,124573711
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,1.9720821110106925
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,78.02712239
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,56.6595668
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.5
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6978.491215486268
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,3.492
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,1.509154230247419
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.018
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,99.85800934
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,20.5
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2018,2.7822521086064276
Peru,PER,"Population, total",SP.POP.TOTL,2018,31897584
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,3.969351341364998
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,82.685493
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,55.05433424
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,95.2
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2019,9955.974786804276
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,9.843
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,53.54830435
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,76.847
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,110.4601517
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,35.5
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2019,1.4850068757069668
Argentina,ARG,"Population, total",SP.POP.TOTL,2019,44973465
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,-2.000861003
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,91.85678445
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,79.94695203
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2019,9029.833266810732
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,11.936
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,3.732976212168936
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,75.809
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,103.6675568
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2019,3.6926732131559996
Brazil,BRA,"Population, total",SP.POP.TOTL,2019,207455459
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,1.2207778236084152
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,86.67979911
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,73.91243991
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.8
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2019,6472.545449247049
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,10.28
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,3.523019327414469
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,76.793
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,101.9893494
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,36.5
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2019,4.330582409315055
Colombia,COL,"Population, total",SP.POP.TOTL,2019,49907985
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,3.1868553924553282
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,77.45955285
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,65.00690072
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.4
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2019,14496.934564036183
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,7.493
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,2.557544757033266
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,80.324
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,104.4057693
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2019,4.879151724520244
Chile,CHL,"Population, total",SP.POP.TOTL,2019,19197744
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,0.6442234026319227
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,88.12736856
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,85.01760101
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2019,10369.555359352678
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,3.477
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,3.635961421270462
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,74.53
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,105.5156097
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,
Mexico,MEX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2019,2.2965144955982364
Mexico,MEX,"Population, total",SP.POP.TOTL,2019,125762982
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,-0.392690513
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,78.35598433
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,69.63210927
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.6
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2019,7037.008036926039
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,3.379
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,2.252121914
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,76.275
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,99.52971649
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,20.2
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2019,2.2588199067745522
Peru,PER,"Population, total",SP.POP.TOTL,2019,32449303
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,2.2406317687504895
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,83.10330031
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,59.9505036
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,95.6
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,8535.59938
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,11.461
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,42.01509473765087
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,75.878
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,112.3767319
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2020,42
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2020,1.266169243087208
Argentina,ARG,"Population, total",SP.POP.TOTL,2020,45191965
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-9.900484814
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,91.94390266
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,85.51438646
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,7074.1937833764405
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,13.697
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,3.211768038033762
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,74.506
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,103.8826599
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2020,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2020,2.592637953102746
Brazil,BRA,"Population, total",SP.POP.TOTL,2020,208660842
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-3.276758796
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,86.91121865
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,81.34269353
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.7
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,5339.687113579434
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,15.983
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,2.526635000847062
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,74.757
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,101.4994507
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2020,43.1
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2020,2.758894289531405
Colombia,COL,"Population, total",SP.POP.TOTL,2020,50629997
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-7.185914138
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,77.63825335
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,69.79533474
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.7
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,13117.99302300864
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,10.934
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,3.045490848043265
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,79.349
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,103.6916885
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2020,10.7
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2020,4.505009890191615
Chile,CHL,"Population, total",SP.POP.TOTL,2020,19370624
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-6.139696941
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,88.29534904
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,87.45929718
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,8841.270749297508
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,4.44
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,3.396834155700065
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,70.449
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,102.581543
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2020,43.9
Mexico,MEX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2020,2.814008752292729
Mexico,MEX,"Population, total",SP.POP.TOTL,2020,126799054
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-8.354034594
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,78.6779606
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,71.49017499
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.4
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2020,6133.3255241018305
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,7.179
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,2.002412057592918
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,73.832
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,100.1387024
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2020,30.1
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2020,0.46494047617370904
Peru,PER,"Population, total",SP.POP.TOTL,2020,32838579
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-10.9333065
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,83.52674372
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,65.25179796
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,96.2
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2021,10738.017922338438
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,8.736
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,48.40937862551991
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,73.948
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,115.7357788
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2021,37.3
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2021,1.3683808316243802
Argentina,ARG,"Population, total",SP.POP.TOTL,2021,45312281
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,10.441811988250564
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,92.02927762
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,87.15070683
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2021,7972.536649864598
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,13.158
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,8.301659756
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,73.038
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,106.2984619
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2021,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2021,2.7797908493815897
Brazil,BRA,"Population, total",SP.POP.TOTL,2021,209550294
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,4.762604379086085
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,87.13607817
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,80.68989314
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.5
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2021,6222.621643976142
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,13.898
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,3.495057573994483
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,72.698
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,102.987999
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2021,39.7
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2021,3.001756937872336
Colombia,COL,"Population, total",SP.POP.TOTL,2021,51188173
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,10.801198190487838
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,77.83395703
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,73.02837449
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2021,16216.18408602887
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,9.281
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,4.524568382591437
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,78.876
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,106.6735229
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2021,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2021,4.810314372114457
Chile,CHL,"Population, total",SP.POP.TOTL,2021,19456334
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,11.337403240991335
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,88.46605117
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,90.23280334
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2021,10314.050673370797
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,4.019
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,5.689208476837533
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,69.75
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,98.32025146
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2021,
Mexico,MEX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2021,2.7053031347940686
Mexico,MEX,"Population, total",SP.POP.TOTL,2021,127648148
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,6.048483471735722
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,78.93240074
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,75.62650476
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2021,6828.534225356381
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,5.097
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,4.271663815367978
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,71.596
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,101.5891418
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2021,25.9
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2021,3.1546314759201595
Peru,PER,"Population, total",SP.POP.TOTL,2021,33155882
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,13.416645612651308
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,83.94801183
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,71.10782643
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,95.6
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,13962.189408722319
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,6.805
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,72.43075753182404
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,75.806
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,114.1481171
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2022,39.2
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2022,2.3984601182853007
Argentina,ARG,"Population, total",SP.POP.TOTL,2022,45407904
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,6.020745375348554
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,92.11283819
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,88.37535691
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100
